title,r_psp_MMGBSA_dG_Bind
LIG2,-86.0714886542773
LIG2,-77.1674060386722
LIG2,-83.9932801240157
LIG2,-80.6785553191621
LIG2,-86.1221962197851
LIG2,-81.4700158752057
LIG2,-87.1895168479386
LIG2,-95.3192781257603
LIG2,-86.0713486556942
LIG2,-88.4496779550682
LIG2,-85.246723118109
LIG2,-90.1581104963752
LIG2,-85.4444211888404
LIG2,-82.6711665598414
LIG2,-79.669879783889
LIG2,-78.9142847450876
LIG2,-85.8406625803036
LIG2,-82.8422133311542
LIG2,-79.2655756056811
LIG2,-88.3770429074048
LIG2,-75.9503112052662
LIG2,-82.1221437199492
LIG2,-69.8125965421623
LIG2,-89.9294005002448
LIG2,-79.3399903458321
LIG2,-85.0769637249032
LIG2,-80.3446482945074
LIG2,-77.6597166259726
LIG2,-91.8837931159796
LIG2,-88.827621086195
LIG2,-79.6460560856431
LIG2,-88.2475175359905
LIG2,-84.5094583825939
LIG2,-78.8278511479402
LIG2,-88.4657270222615
LIG2,-92.6664016680024
LIG2,-74.3901783784986
LIG2,-85.209200621739
LIG2,-86.3243991030267
LIG2,-86.8948401022262
LIG2,-83.5566530972792
LIG2,-85.5251722478897
LIG2,-90.9525983797485
LIG2,-89.5150251366376
LIG2,-93.0084175201391
LIG2,-79.921536575981
LIG2,-91.1878798317484
LIG2,-88.5743222550263
LIG2,-88.9700387112316
LIG2,-103.251613947978
LIG2,-97.3119723107829
LIG2,-88.9100032409242
LIG2,-83.3760305068463
LIG2,-90.0664335271485
LIG2,-91.4478049776608
LIG2,-89.8512210774679
LIG2,-96.8105564438956
LIG2,-95.6227705516067
LIG2,-83.6267329233906
LIG2,-92.3955047071831
LIG2,-87.5475733820749
LIG2,-97.7456832215175
LIG2,-85.5995484141113
LIG2,-91.4699957511639
LIG2,-100.144845072813
LIG2,-98.3340376647393
LIG2,-102.288900853238
LIG2,-104.391424681646
LIG2,-100.429962571096
LIG2,-92.9144616623726
LIG2,-96.220896654022
LIG2,-90.9691630837042
LIG2,-93.9964686298063
LIG2,-94.8426987003204
LIG2,-91.4214632455478
LIG2,-101.2190322151
LIG2,-98.2393833523183
LIG2,-102.383008363686
LIG2,-96.2756312746715
LIG2,-92.4690785101066
LIG2,-97.9121959024524
LIG2,-101.183204199962
LIG2,-85.8078682847226
LIG2,-88.5410926555742
LIG2,-94.1945066875414
LIG2,-92.783200107333
LIG2,-97.8551181557159
LIG2,-90.269882824723
LIG2,-99.1775160708803
LIG2,-91.1742609766443
LIG2,-89.1668696774923
LIG2,-97.6770772704676
LIG2,-90.0879181366327
LIG2,-91.0924654681949
LIG2,-105.346001816866
LIG2,-95.3295764631475
LIG2,-92.076270503374
LIG2,-97.5226001146639
LIG2,-103.062442924289
LIG2,-98.4730999661533
LIG2,-102.182271656367
LIG2,-93.2421165760516
LIG2,-97.1543053330188
LIG2,-90.3109607060269
LIG2,-100.561319558727
LIG2,-109.2312128793
LIG2,-101.395793662752
LIG2,-96.9616563145919
LIG2,-99.0645950583112
LIG2,-101.976883272102
LIG2,-101.563695383986
LIG2,-92.5401301195288
LIG2,-102.165271816522
LIG2,-108.672160280941
LIG2,-97.6281540258624
LIG2,-95.1769892291868
LIG2,-101.295247322912
LIG2,-110.061241221014
LIG2,-108.015078194327
LIG2,-91.6716875617803
LIG2,-108.427771719857
LIG2,-93.6254973576561
LIG2,-102.510446643744
LIG2,-91.1202653553519
LIG2,-98.0281404353755
LIG2,-107.992783711692
LIG2,-96.7340675401829
LIG2,-97.8706697056623
LIG2,-94.377160912647
LIG2,-106.878924352326
LIG2,-94.1929489115009
LIG2,-106.256990047912
LIG2,-101.896959282269
LIG2,-93.8602458079313
LIG2,-95.3002299801556
LIG2,-92.050992299035
LIG2,-95.3188914091679
LIG2,-91.8022444136714
LIG2,-103.982366004486
LIG2,-95.0983081051982
LIG2,-98.6095660411502
LIG2,-94.0156799625292
LIG2,-109.539523597901
LIG2,-84.8841964035146
LIG2,-105.16493334707
LIG2,-102.955254856826
LIG2,-100.292440407295
LIG2,-90.3812865190521
LIG2,-96.2068195160482
LIG2,-100.41810381247
LIG2,-103.750674317353
LIG2,-105.075359239449
LIG2,-97.7232688309832
LIG2,-99.4813546615096
LIG2,-96.7189869893064
LIG2,-95.4108132659549
LIG2,-90.5120696762297
LIG2,-95.896787680249
LIG2,-91.9538944129999
LIG2,-97.6206467104093
LIG2,-97.752231498418
LIG2,-100.85107470294
LIG2,-96.232969358598
LIG2,-94.134586142467
LIG2,-88.0581163527568
LIG2,-86.8266918430309
LIG2,-89.8742902516751
LIG2,-93.9643646957502
LIG2,-93.3445086966403
LIG2,-95.2005336441271
LIG2,-97.6354385437062
LIG2,-96.6545732723334
LIG2,-95.1247569163988
LIG2,-89.6072778650669
LIG2,-95.05681827634
LIG2,-92.2367560442854
LIG2,-95.2515071975722
LIG2,-90.4148452847858
LIG2,-97.7398198221908
LIG2,-93.0366363623943
LIG2,-103.462173722422
LIG2,-94.4367199415628
LIG2,-93.1183171657285
LIG2,-99.3946058082693
LIG2,-86.9606249935878
LIG2,-94.0678422013989
LIG2,-100.746340363292
LIG2,-107.570731443271
LIG2,-100.658586444575
LIG2,-108.272902695122
LIG2,-83.4715294270809
LIG2,-94.7747995492573
LIG2,-93.1607031426993
LIG2,-94.46056863376
LIG2,-91.7766816998719
LIG2,-90.880256979377
LIG2,-93.6941702449876
LIG2,-95.7432030869895
LIG2,-82.2825136311421
LIG2,-94.2060483255245
LIG2,-90.308392889785
LIG2,-94.6119138174508
LIG2,-103.403620020472
LIG2,-100.77121210656
LIG2,-98.5122626070806
LIG2,-103.446404836721
LIG2,-96.31806888145
LIG2,-96.8682782267351
LIG2,-88.6624785395288
LIG2,-96.1303565623457
LIG2,-86.0743984484998
LIG2,-94.3084594324882
LIG2,-93.6466402559872
LIG2,-97.1308434945986
LIG2,-98.5296929792639
LIG2,-94.5639866643505
LIG2,-97.8152447897537
LIG2,-98.155832473838
LIG2,-94.1198687073593
LIG2,-92.9120533685764
LIG2,-103.891707583607
LIG2,-105.430013467159
LIG2,-94.497047140645
LIG2,-95.0648084582372
LIG2,-95.6036149102201
LIG2,-102.431758201348
LIG2,-111.318281526774
LIG2,-91.0249085019586
LIG2,-95.6271900445081
LIG2,-95.0129274232349
LIG2,-98.1786720184264
LIG2,-88.9445024137549
LIG2,-90.298127443295
LIG2,-80.8560310219236
LIG2,-87.8104931945836
LIG2,-89.2042348995474
LIG2,-93.3428523457223
LIG2,-87.3534262827889
LIG2,-93.3055342849857
LIG2,-95.3832223014979
LIG2,-97.5727641509347
LIG2,-85.0262165107706
LIG2,-92.5942508980334
LIG2,-87.7250838103919
LIG2,-89.5176687289513
LIG2,-91.0159020274568
LIG2,-87.9634174113071
LIG2,-92.6234708702141
LIG2,-103.919563510723
LIG2,-93.6549914414081
LIG2,-99.5933360275594
LIG2,-104.450274859857
LIG2,-101.388836238577
LIG2,-86.348224392852
LIG2,-88.9627218174119
LIG2,-88.8392135530576
LIG2,-93.6342682818886
LIG2,-94.9643464612218
LIG2,-92.1799806959061
LIG2,-107.303257828386
LIG2,-102.31760624408
LIG2,-96.0413620631061
LIG2,-103.106163979144
LIG2,-96.162028176881
LIG2,-98.7075788570965
LIG2,-98.8507669964019
LIG2,-105.897039123996
LIG2,-96.6933811718955
LIG2,-88.3340965924981
LIG2,-93.2604287939685
LIG2,-98.2921318464432
LIG2,-95.1164380522714
LIG2,-97.1149799453324
LIG2,-103.416091286295
LIG2,-91.9023617992698
LIG2,-91.4180871760145
LIG2,-102.23671830151
LIG2,-107.551400823584
LIG2,-95.9008597962093
LIG2,-86.3507693019237
LIG2,-98.9388992629774
LIG2,-99.1692277689308
LIG2,-97.6821854827795
LIG2,-94.3421657652034
LIG2,-92.329290752692
LIG2,-110.571402299935
LIG2,-105.06868843988
LIG2,-101.621593140824
LIG2,-96.6253464644724
LIG2,-100.753361291214
LIG2,-103.497744896296
LIG2,-110.020212274747
LIG2,-93.5757558428832
LIG2,-94.3829090956006
LIG2,-102.464412090343
LIG2,-96.5346495405847
LIG2,-88.9371726519475
LIG2,-91.7104727581318
LIG2,-91.3306211862764
LIG2,-93.7265393612724
LIG2,-103.614652111124
LIG2,-103.020656783516
LIG2,-98.5408898213482
LIG2,-91.7217491267147
LIG2,-89.6964525601306
LIG2,-94.7756309370288
LIG2,-92.9933227899855
LIG2,-93.7967174834303
LIG2,-98.4793695827375
LIG2,-97.0887271802167
LIG2,-100.609805336533
LIG2,-94.8282902300216
LIG2,-87.8887167254088
LIG2,-96.5764604894994
LIG2,-85.8841406964093
LIG2,-93.936196593826
LIG2,-92.0818037612898
LIG2,-103.387955647013
LIG2,-93.4172935095521
LIG2,-103.731614725973
LIG2,-89.3771919260871
LIG2,-103.348397526968
LIG2,-96.8359923858861
LIG2,-101.966879006661
LIG2,-92.2332118315535
LIG2,-82.2377990964505
LIG2,-87.2924145104062
LIG2,-76.865208516534
LIG2,-70.5664282280177
LIG2,-76.9577545760912
LIG2,-72.2824466280399
LIG2,-73.0076323895464
LIG2,-90.7909051173392
LIG2,-76.0884375640799
LIG2,-81.6007113508149
LIG2,-80.533226370997
LIG2,-78.638767124381
LIG2,-64.9578171418616
LIG2,-82.8909317117614
LIG2,-81.1778514514572
LIG2,-82.2227799398224
LIG2,-82.1140359970177
LIG2,-71.9804358292895
LIG2,-75.9546856982015
LIG2,-78.001240244821
LIG2,-80.188217657731
LIG2,-84.0737793802182
LIG2,-94.4224831760876
LIG2,-100.200782400667
LIG2,-89.1253316556922
LIG2,-81.1981556708524
LIG2,-84.8259628064243
LIG2,-92.1456449755933
LIG2,-89.0888737636815
LIG2,-89.0073881128646
LIG2,-81.1563229303829
LIG2,-86.8162546604362
LIG2,-91.0647663213731
LIG2,-86.1766345573269
LIG2,-89.9786763982738
LIG2,-91.009335796356
LIG2,-88.3518902113174
LIG2,-90.0067891678918
LIG2,-88.8645495962282
LIG2,-94.6135530920274
LIG2,-91.7641142047942
LIG2,-86.2398204340079
LIG2,-97.2416029590004
LIG2,-83.6390426730322
LIG2,-85.2043710459766
LIG2,-88.2153265750021
LIG2,-85.9546860191367
LIG2,-90.9415854399431
LIG2,-101.482072699373
LIG2,-96.8895921005915
LIG2,-97.1295905799179
LIG2,-84.6482766278259
LIG2,-83.6129472391731
LIG2,-93.9011556278274
LIG2,-89.35532770797
LIG2,-94.7329308034841
LIG2,-90.656584987968
LIG2,-96.8266601596079
LIG2,-93.5938094499925
LIG2,-100.991381378955
LIG2,-99.7554783874712
LIG2,-86.4405130026953
LIG2,-92.5011011836705
LIG2,-93.4110716710002
LIG2,-90.5200133628023
LIG2,-88.9345027962663
LIG2,-98.0811407513647
LIG2,-100.636897202394
LIG2,-92.6694388130873
LIG2,-93.1010777525644
LIG2,-91.5229989158597
LIG2,-105.022955302336
LIG2,-97.624177981208
LIG2,-90.847152110653
LIG2,-95.3814132987591
LIG2,-91.0143388686993
LIG2,-86.5463751959142
LIG2,-82.6877629681239
LIG2,-78.8414314682159
LIG2,-87.5608973233393
LIG2,-86.6481655272892
LIG2,-84.9064442341278
LIG2,-76.1290648058603
LIG2,-81.8923150227474
LIG2,-88.4094337261886
LIG2,-89.5933058908213
LIG2,-91.8063102733031
LIG2,-87.676529126782
LIG2,-84.8912426606657
LIG2,-83.2967601183918
LIG2,-83.0410661025817
LIG2,-85.8039475078731
LIG2,-81.8113355200785
LIG2,-84.1251815032465
LIG2,-81.3658148927116
LIG2,-80.5311176423547
LIG2,-84.5966517512061
LIG2,-83.1506694630716
LIG2,-81.1109335942547
LIG2,-80.8933919401879
LIG2,-88.9956953013589
LIG2,-85.8122026777273
LIG2,-85.5370777977514
LIG2,-90.2629260729773
LIG2,-88.5015977608382
LIG2,-80.5939821670308
LIG2,-80.9043670423871
LIG2,-81.3054653925392
LIG2,-88.5794210325639
LIG2,-81.3655958713625
LIG2,-79.5495436780911
LIG2,-73.8938038176639
LIG2,-78.0878703116832
LIG2,-79.7215724770012
LIG2,-82.6108932397219
LIG2,-74.8985061728072
LIG2,-77.17774803252
LIG2,-64.7489053775007
LIG2,-70.2127277635336
LIG2,-86.2439827946182
LIG2,-78.3775867860113
LIG2,-78.3961010924286
LIG2,-76.4971877709086
LIG2,-77.1582058506774
LIG2,-74.0234682617829
LIG2,-76.994296704881
LIG2,-76.0984115705014
LIG2,-76.1287574767375
LIG2,-83.1272611126715
LIG2,-80.995041957176
LIG2,-68.8240775009745
LIG2,-74.4599730275586
LIG2,-82.8864256986071
LIG2,-81.3224200296881
LIG2,-67.512681595892
LIG2,-75.0175522833597
LIG2,-73.8637334595351
LIG2,-88.154603792027
LIG2,-77.280776120655
LIG2,-85.5850961762662
LIG2,-75.1073857160409
LIG2,-86.3876924838314
LIG2,-70.7212802713657
LIG2,-80.7825152448422
LIG2,-72.5655629505527
LIG2,-78.7710119654257
LIG2,-76.3507913853337
LIG2,-76.5182900158652
LIG2,-88.9174150123381
LIG2,-85.3165038071766
LIG2,-86.751445718588
LIG2,-87.6343149633158
LIG2,-76.3379780927953
LIG2,-69.084276730804
LIG2,-81.6460133402707
LIG2,-85.2771817383273
LIG2,-85.0562925777904
LIG2,-76.6266471192557
LIG2,-72.7496693387548
LIG2,-68.6961112391709
LIG2,-70.6607380334244
LIG2,-71.832894077048
LIG2,-76.7455320508889
LIG2,-81.7998425407532
LIG2,-71.3577836809927
LIG2,-62.8236435870549
LIG2,-70.8485509904021
LIG2,-74.7564553459179
LIG2,-74.9804842190533
LIG2,-77.1647330979722
LIG2,-77.7915533428877
LIG2,-71.2206319675643
LIG2,-75.5968670920283
LIG2,-74.4597592215978
LIG2,-73.021457268791
LIG2,-79.4676449882809
LIG2,-79.9109440259999
LIG2,-76.3858360537361
LIG2,-87.6061637537769
LIG2,-81.7898512688716
LIG2,-88.3643662945724
LIG2,-76.3543166407489
LIG2,-81.7656858019327
LIG2,-85.9087745305424
LIG2,-81.4011530095322
LIG2,-83.235544747984
LIG2,-77.4157945318238
LIG2,-77.0219704750853
LIG2,-75.775458979977
LIG2,-78.421582384135
LIG2,-78.144706940031
LIG2,-76.7574453471025
LIG2,-84.8993616478747
LIG2,-83.9111003328908
LIG2,-75.1879680414622
LIG2,-77.3009406528126
LIG2,-79.9061270756411
LIG2,-77.9553037524929
LIG2,-83.5096276616023
LIG2,-77.4910836695108
LIG2,-74.1100035390591
LIG2,-84.6667413095129
LIG2,-80.29845702895
LIG2,-74.1404407296141
LIG2,-80.4165457862491
LIG2,-75.658462835343
LIG2,-84.6416730286001
LIG2,-81.6737768958992
LIG2,-76.0352739890004
LIG2,-75.8008087279013
LIG2,-78.0483294524001
LIG2,-75.8254188794053
LIG2,-73.8519878744719
LIG2,-76.3787608494458
LIG2,-82.0149234264591
LIG2,-76.6864476822393
LIG2,-88.0415162792215
LIG2,-81.9549651198522
LIG2,-90.5595498686143
LIG2,-86.1693317641766
LIG2,-85.4503941085495
LIG2,-81.3086491818467
LIG2,-81.6832672202509
LIG2,-84.9165173141992
LIG2,-81.4541085755736
LIG2,-80.1717583273203
LIG2,-82.2840037273509
LIG2,-79.211361433423
LIG2,-80.8272463575377
LIG2,-83.4065352061316
LIG2,-79.3118097227944
LIG2,-85.4091109512683
LIG2,-94.9853291749114
LIG2,-96.3867836451827
LIG2,-95.0543614537073
LIG2,-88.5695234933155
LIG2,-84.4590539473647
LIG2,-99.8311980909202
LIG2,-98.5746861592579
LIG2,-102.035099691117
LIG2,-86.1416564902411
LIG2,-84.1765254024467
LIG2,-80.8608588674906
LIG2,-82.6716026924369
LIG2,-89.8149077167291
LIG2,-87.3548678165844
LIG2,-94.6073032321874
LIG2,-96.1939651846624
LIG2,-85.6334454328007
LIG2,-88.1302354880827
LIG2,-86.4762473812916
LIG2,-85.0623954121729
LIG2,-82.3629070770457
LIG2,-88.5168961124473
LIG2,-89.2446225898002
LIG2,-88.64998401105
LIG2,-77.5013890153677
LIG2,-81.5598638666888
LIG2,-93.1463544290818
LIG2,-82.8563586449545
LIG2,-83.7288124878487
LIG2,-88.2808229451912
LIG2,-83.5928596162594
LIG2,-91.649119063879
LIG2,-86.8273963041174
LIG2,-90.6625554200036
LIG2,-91.9637838089038
LIG2,-86.8139941966165
LIG2,-90.6254672382674
LIG2,-89.6334804868675
LIG2,-86.7785475949913
LIG2,-87.3817653453771
LIG2,-83.2209471077804
LIG2,-83.8308458272259
LIG2,-83.792534933742
LIG2,-78.338951478856
LIG2,-86.508172981954
LIG2,-75.7367684780711
LIG2,-80.3504490014202
LIG2,-90.5034438960411
LIG2,-85.8931945481745
LIG2,-75.884842989708
LIG2,-85.4108664602227
LIG2,-82.7549535817525
LIG2,-84.0064548704067
LIG2,-89.1544758519249
LIG2,-88.9649286945805
LIG2,-76.3227241605236
LIG2,-86.972599982475
LIG2,-86.981339350843
LIG2,-79.2989514833571
LIG2,-73.5426442190419
LIG2,-79.9024525008153
LIG2,-90.6135062699523
LIG2,-92.7237018174201
LIG2,-83.2773787229435
LIG2,-72.5963271882974
LIG2,-73.76131338085
LIG2,-78.911006453427
LIG2,-79.9332684971978
LIG2,-95.3918109364276
LIG2,-96.0579689128735
LIG2,-99.6082595083517
LIG2,-95.468968604946
LIG2,-90.5978090823446
LIG2,-101.544467441037
LIG2,-98.8975536310936
LIG2,-95.4389640444751
LIG2,-95.5899984654861
LIG2,-93.616434274827
LIG2,-96.9449300629822
LIG2,-100.121568016244
LIG2,-91.365428086363
LIG2,-84.1097404075317
LIG2,-87.5239419546688
LIG2,-88.5764749633217
LIG2,-81.7292758733074
LIG2,-86.2295843635929
LIG2,-81.4286978650689
LIG2,-80.6236164673937
LIG2,-81.1739206087641
LIG2,-81.7876072852578
LIG2,-74.0179671684218
LIG2,-79.3218483382516
LIG2,-82.4933766219674
LIG2,-85.4376165996619
LIG2,-92.7441944941293
LIG2,-75.4149838197973
LIG2,-80.2641688074873
LIG2,-84.701917598466
LIG2,-84.3048840069987
LIG2,-87.7832306021191
LIG2,-85.664636685
LIG2,-80.1295810062202
LIG2,-75.2145382034032
LIG2,-89.3918027235432
LIG2,-89.3986099762642
LIG2,-91.9736052343869
LIG2,-89.789517547817
LIG2,-86.8004979633879
LIG2,-85.3840876623744
LIG2,-89.0325756325528
LIG2,-78.8150375187033
LIG2,-90.4071318958904
LIG2,-89.3647888705
LIG2,-81.7937095466878
LIG2,-85.4251384736799
LIG2,-81.6901032723199
LIG2,-81.5429668234319
LIG2,-82.2456939895819
LIG2,-77.8262387051727
LIG2,-88.4596076822017
LIG2,-81.5204761290661
LIG2,-85.2448070511655
LIG2,-87.1539352968084
LIG2,-80.1757034094499
LIG2,-88.8219790809108
LIG2,-85.7812978519214
LIG2,-85.1822469032413
LIG2,-82.2629731038087
LIG2,-87.9353459620434
LIG2,-88.5961559716397
LIG2,-91.9030426613135
LIG2,-75.1626596263723
LIG2,-84.179592524948
LIG2,-73.762332381506
LIG2,-78.9838627965873
LIG2,-78.8502435611535
LIG2,-83.6228626182401
LIG2,-88.410685550125
LIG2,-88.7432147771488
LIG2,-90.4927234811239
LIG2,-83.6188227298826
LIG2,-77.2817737067908
LIG2,-86.7470060544074
LIG2,-95.2218732352103
LIG2,-78.3996207590153
LIG2,-77.30117248034
LIG2,-87.21700076243
LIG2,-83.036525981619
LIG2,-86.3450003161779
LIG2,-80.5097993824766
LIG2,-77.2198066173132
LIG2,-87.1196121475969
LIG2,-75.5286643029067
LIG2,-88.1514646865053
LIG2,-82.721155680043
LIG2,-90.8606411587352
LIG2,-82.891444679457
LIG2,-92.7652140410773
LIG2,-85.1869085614126
LIG2,-82.0526098507871
LIG2,-79.7952361772568
LIG2,-86.4886341314668
LIG2,-88.4824913881494
LIG2,-88.7732794559997
LIG2,-98.1123918829362
LIG2,-81.768965262343
LIG2,-82.3227739189679
LIG2,-83.4737810415882
LIG2,-78.7194534610117
LIG2,-81.3882354100333
LIG2,-69.5490203113168
LIG2,-80.9138139311744
LIG2,-93.0488412978193
LIG2,-74.3614582480823
LIG2,-91.3002745174472
LIG2,-87.7083043945859
LIG2,-74.462186744131
LIG2,-67.5747793655682
LIG2,-83.7334464100186
LIG2,-77.8195602801934
LIG2,-73.4280843708821
LIG2,-79.3388348905664
LIG2,-75.1663877973624
LIG2,-91.1945115955823
LIG2,-79.5262167789879
LIG2,-75.2263774126423
LIG2,-79.9863335837708
LIG2,-73.7483254423496
LIG2,-79.720310155386
LIG2,-84.6545388601571
LIG2,-76.5775234945286
LIG2,-85.523863114413
LIG2,-76.1114661917909
LIG2,-74.7371167559595
LIG2,-81.797175123038
LIG2,-78.345382837686
LIG2,-75.5420146133492
LIG2,-82.9853959135944
LIG2,-71.9151497366402
LIG2,-88.8423971752818
LIG2,-74.9308451371071
LIG2,-80.5224952514272
LIG2,-81.7179525847805
LIG2,-74.8354808428267
LIG2,-78.4949123918559
LIG2,-83.1899503736149
LIG2,-82.4525269683927
LIG2,-80.6759921520024
LIG2,-80.9942433095766
LIG2,-81.435159745648
LIG2,-86.9215515309279
LIG2,-85.1618294843538
LIG2,-79.0156043311108
LIG2,-88.9079835655339
LIG2,-79.0549441529638
LIG2,-83.9501103749189
LIG2,-94.0863553003273
LIG2,-93.7031775185842
LIG2,-81.7402900516154
LIG2,-88.0806957174991
LIG2,-76.0512004736793
LIG2,-78.0674587949507
LIG2,-84.7445625478758
LIG2,-84.6439450830094
LIG2,-94.4456702164371
LIG2,-82.3103077673914
LIG2,-85.3345234671324
LIG2,-93.096737738786
LIG2,-70.0921130682691
LIG2,-77.9144501185892
LIG2,-76.6075238814337
LIG2,-90.2429883688401
LIG2,-87.8213732741679
LIG2,-84.5539760988031
LIG2,-79.1090805700223
LIG2,-78.3900498753792
LIG2,-67.6042814422472
LIG2,-72.4790238274873
LIG2,-76.0541154196744
LIG2,-76.5422756601929
LIG2,-73.9346225638365
LIG2,-77.0885605969925
LIG2,-79.2531690526303
LIG2,-72.9945420210679
LIG2,-84.8315786612802
LIG2,-79.6282430464071
LIG2,-77.5160394424765
LIG2,-74.3742219239466
LIG2,-78.2487489870091
LIG2,-78.2019967880406
LIG2,-83.3931340129529
LIG2,-90.4523968370868
LIG2,-85.1389100197921
LIG2,-81.4381640418433
LIG2,-83.2767317712696
LIG2,-89.5046417036338
LIG2,-90.4393208020101
LIG2,-89.8984287611456
LIG2,-83.8111727796477
LIG2,-85.6702310623332
LIG2,-80.4160977385473
LIG2,-83.9754360497191
LIG2,-85.9186637999974
LIG2,-89.5664676707183
LIG2,-88.0461662645066
LIG2,-85.3766870964846
LIG2,-77.8343814860509
LIG2,-89.9877063986823
LIG2,-79.0808713090755
LIG2,-84.7688749786757
LIG2,-88.1397727189997
LIG2,-86.1118178776069
LIG2,-88.8683877612475
LIG2,-88.1771935171928
LIG2,-84.432935042174
LIG2,-84.1801783209194
LIG2,-87.1560165513929
LIG2,-89.829050460934
LIG2,-80.5715207341073
LIG2,-93.751440793365
LIG2,-86.3864419742349
LIG2,-87.9357014909638
LIG2,-87.9081565119741
LIG2,-83.2400907435549
LIG2,-90.7614431894945
LIG2,-80.1910697548647
LIG2,-89.0801164231616
LIG2,-89.9561847475961
LIG2,-87.6134702142754
LIG2,-80.9026421999133
LIG2,-97.8261646171741
LIG2,-76.6294008676232
LIG2,-83.8807661878109
LIG2,-80.2299229678556
LIG2,-69.203151620688
LIG2,-84.0774474996742
LIG2,-88.1115020519646
LIG2,-80.2572102144422
LIG2,-89.6258697347948
LIG2,-82.7958237879102
LIG2,-77.731454717441
LIG2,-83.4895905872527
LIG2,-83.8529024189847
LIG2,-75.6017343088151
LIG2,-76.4276914503553
LIG2,-78.6115029875655
LIG2,-73.2471913005593
LIG2,-75.6248348746085
LIG2,-80.0475283631768
LIG2,-68.2461744092543
LIG2,-73.4026671354859
LIG2,-84.6938696451107
LIG2,-90.873439349185
LIG2,-74.6557417005697
LIG2,-76.7545705345219
LIG2,-79.4911006818511
LIG2,-84.311568439558
LIG2,-85.9054232463459
LIG2,-79.7305682604674
LIG2,-85.0277197010037
LIG2,-85.8941137583442
LIG2,-76.2057335311401
